,gene_symbol,identifier,clan,duplication_score,netto_dup,orthologs_cnt,human_dup,human_frac,dev_from_mean,human_protein_cnt
1904,RFWD3,ENSGT00390000008931_ENSG00000168411,motif,0.0562753036437,4,14,0,0.0,-0.0743301461938,1
1905,CXADR,ENSGT00760000119145_ENSG00000154639,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1906,CEP164,ENSGT00730000111178_ENSG00000110274,motif,0.906758019309,15,13,0,0.0,-0.0743301461938,1
1907,KAT8,ENSGT00920000148999_ENSG00000103510,motif,-0.0932419806914,2,13,0,0.0,-0.0743301461938,1
1908,SRCAP,ENSGT00530000063427_ENSG00000080603,motif,-0.158010410642,1,14,1,1.0,0.425669853806,2
1909,USP7,ENSGT00760000119158_ENSG00000187555,motif,-0.0865818392134,2,14,0,0.0,-0.0743301461938,1
1910,ILF3,ENSGT00550000074528_ENSG00000129351,motif,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1911,ARSI,ENSGT00760000119062_ENSG00000183876,motif,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
1912,PIK3CG,ENSGT00760000119110_ENSG00000105851,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1913,ZFY,ENSGT00530000063297_ENSG00000067646_zf-C2H2,C2H2-zf,-0.079005205321,1,28,0,0.0,-0.0743301461938,3
1914,MCM4,ENSGT00910000144163_ENSG00000104738,motif,-0.18894974994,0,17,0,0.0,-0.0743301461938,1
1915,TRAP1,ENSGT00920000149016_ENSG00000126602,motif,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
1916,PSMD12,ENSGT00730000111110_ENSG00000197170,motif,0.556275303644,11,14,0,0.0,-0.0743301461938,1
1917,USP34,ENSGT00760000119158_ENSG00000115464,motif,0.0562753036437,4,14,0,0.0,-0.0743301461938,1
1918,FAM169A,ENSGT00510000048902_ENSG00000198780,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1919,DBT,ENSGT00920000149063_ENSG00000137992,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1920,LPIN1,ENSGT00390000011286_ENSG00000134324,motif,-0.130126220529,1,17,0,0.0,-0.0743301461938,1
1921,CASC4,ENSGT00530000063675_ENSG00000166734,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1922,USP22,ENSGT00890000139343_ENSG00000124422,motif,-0.169060302578,0,19,0,0.0,-0.0743301461938,3
1923,PHF21A,ENSGT00530000063984_ENSG00000135365,motif,0.484846732215,10,14,0,0.0,-0.0743301461938,1
1924,CRIM1,ENSGT00840000129763_ENSG00000150938_VWC,FnI-like,-0.267678812416,0,12,0,0.0,-0.0743301461938,1
1925,FBXO4,ENSGT00390000014416_ENSG00000151876,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1926,Z82190.2,ENSGT00390000016559_ENSG00000285404,motif,0.16399142653,6,17,0,0.0,-0.0743301461938,2
1927,TBX4,ENSGT00760000118897_ENSG00000121075,motif,-0.0865818392134,2,14,0,0.0,-0.0743301461938,1
1928,CCDC3,ENSGT00390000014429_ENSG00000151468,motif,-0.158010410642,1,14,0,0.0,-0.0743301461938,1
1929,NAB1,ENSGT00390000006330_ENSG00000138386,motif,0.0562753036437,4,14,1,0.25,0.925669853806,1
1930,BAG3,ENSGT00530000063256_ENSG00000151929,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1931,NR4A2,ENSGT00760000118887_ENSG00000153234,motif,-0.0865818392134,2,14,0,0.0,-0.0743301461938,1
1932,PSMC5,ENSGT00550000074947_ENSG00000087191,motif,-0.0163189037683,3,13,0,0.0,-0.0743301461938,1
1933,OSBP,ENSGT00760000119155_ENSG00000110048,motif,-0.0132591093117,3,16,0,0.0,-0.0743301461938,1
1934,PRKAB2,ENSGT00390000001416_ENSG00000131791,motif,-0.0865818392134,2,14,0,0.0,-0.0743301461938,1
1935,TBCE,ENSGT00530000063405_ENSG00000284770_LRR_4,LRR,-0.0757591093117,2,16,0,0.0,-0.0743301461938,2
1936,OTUD7B,ENSGT00530000062989_ENSG00000264522,motif,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1937,TMEM235,ENSGT00390000011615_ENSG00000204278,motif,-0.321214574899,0,10,0,0.0,-0.0743301461938,1
1938,MICAL2,ENSGT00760000118856_ENSG00000133816,motif,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
1939,ADGRL1,ENSGT00900000140800_ENSG00000072071,motif,-0.147476383266,1,15,0,0.0,-0.0743301461938,1
1940,PSMC1,ENSGT00550000074818_ENSG00000100764,motif,0.119190283401,5,15,0,0.0,-0.0743301461938,1
1941,TATDN2,ENSGT00720000108776_ENSG00000157014,motif,-0.151518218623,2,8,1,0.5,0.425669853806,2
1942,MORC3,ENSGT00530000062983_ENSG00000159256,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1943,TNRC6C,ENSGT00410000025966_ENSG00000078687,motif,-0.0713026911169,2,17,0,0.0,-0.0743301461938,1
1944,PSMC4,ENSGT00550000074962_ENSG00000013275,motif,1.59906571162,24,13,0,0.0,-0.0743301461938,1
1945,CACNB3,ENSGT00390000002740_ENSG00000167535,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1946,LAMA5,ENSGT00780000121851_ENSG00000130702_Laminin_EGF,EGF,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1947,MAPK8IP2,ENSGT00390000003908_ENSG00000008735,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1948,TRAPPC11,ENSGT00390000006550_ENSG00000168538,motif,0.185856950067,6,15,0,0.0,-0.0743301461938,1
1949,PHLDB3,ENSGT00530000063148_ENSG00000176531,motif,0.112550607287,4,7,1,0.25,0.925669853806,1
1950,SEC63,ENSGT00390000001965_ENSG00000025796,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1951,TRAM1L1,ENSGT00510000046470_ENSG00000174599,motif,0.185856950067,6,15,1,0.166666666667,0.425669853806,2
1952,CALD1,ENSGT00730000111125_ENSG00000122786,motif,-0.356905083221,0,9,0,0.0,-0.0743301461938,1
1953,HADHA,ENSGT00880000137923_ENSG00000084754,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1954,CBL,ENSGT00390000011617_ENSG00000110395,motif,0.0463443677066,4,17,0,0.0,-0.0743301461938,1
1955,CPNE9,ENSGT00760000119085_ENSG00000144550,motif,0.252523616734,7,15,0,0.0,-0.0743301461938,1
1956,EFR3B,ENSGT00390000002143_ENSG00000084710,motif,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
1957,TNC,ENSGT00920000148942_ENSG00000041982_fn3,E-set,0.265991902834,8,18,0,0.0,-0.0743301461938,1
1958,TPRA1,ENSGT00390000016807_ENSG00000163870,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1959,ATXN7,ENSGT00530000063215_ENSG00000285258,motif,-0.18894974994,0,17,0,0.0,-0.0743301461938,2
1960,DDX43,ENSGT00920000149008_ENSG00000080007,motif,-0.17845254161,0,18,0,0.0,-0.0743301461938,2
1961,VPS53,ENSGT00390000015165_ENSG00000141252,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1962,MVD,ENSGT00390000015359_ENSG00000167508,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1963,SEC24B,ENSGT00590000082962_ENSG00000138802,motif,-0.0865818392134,2,14,0,0.0,-0.0743301461938,1
1964,CBWD1,ENSGT00640000091523_ENSG00000172785,motif,-0.17845254161,0,18,0,0.0,-0.0743301461938,5
1965,OGDH,ENSGT00530000063092_ENSG00000105953,motif,-0.17845254161,0,18,0,0.0,-0.0743301461938,1
1966,INHBB,ENSGT00910000143982_ENSG00000163083,motif,0.341989589358,8,14,0,0.0,-0.0743301461938,1
1967,LMBR1L,ENSGT00390000007809_ENSG00000139636,motif,0.0562753036437,4,14,0,0.0,-0.0743301461938,1
1968,PPP2R2A,ENSGT00390000006311_ENSG00000221914_WD40,Beta_propeller,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
1969,MED19,ENSGT00390000001774_ENSG00000156603,motif,0.732321187584,12,12,1,0.0833333333333,0.925669853806,1
1970,PGD,ENSGT00390000009023_ENSG00000142657,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1971,OR2Y1,ENSGT00760000118914_ENSG00000174339,motif,-0.0417161785583,0,77,0,0.0,-0.0743301461938,13
1972,PRRT4,ENSGT00730000111591_ENSG00000224940,motif,-0.458877964141,0,7,0,0.0,-0.0743301461938,1
1973,GTF2B,ENSGT00390000006671_ENSG00000137947,motif,0.0562753036437,4,14,0,0.0,-0.0743301461938,1
1974,DMAP1,ENSGT00390000016466_ENSG00000178028,motif,-0.0151532677848,3,14,0,0.0,-0.0743301461938,1
1975,ARID2,ENSGT00390000016138_ENSG00000189079,motif,-0.0808097165992,2,15,0,0.0,-0.0743301461938,1
1976,VPS16,ENSGT00390000003896_ENSG00000215305,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1977,TMEM185B,ENSGT00390000008194_ENSG00000226479,motif,0.319190283401,8,15,1,0.125,0.425669853806,2
1978,DET1,ENSGT00390000005224_ENSG00000140543,motif,-0.0141430499325,3,15,0,0.0,-0.0743301461938,1
1979,PSME4,ENSGT00390000011433_ENSG00000068878_HEAT,TPR,0.16399142653,6,17,0,0.0,-0.0743301461938,1
1980,ARFGEF3,ENSGT00530000064150_ENSG00000112379,motif,-0.0932419806914,2,13,0,0.0,-0.0743301461938,1
1981,EIF4ENIF1,ENSGT00390000012071_ENSG00000184708,motif,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1982,SDHA,ENSGT00910000144277_ENSG00000073578,motif,-0.0932419806914,2,13,0,0.0,-0.0743301461938,1
1983,FRMD3,ENSGT00760000118823_ENSG00000172159,motif,0.829834942386,14,13,1,0.0714285714286,0.925669853806,1
1984,APOA1,ENSGT00530000063081_ENSG00000118137,motif,0.252523616734,7,15,0,0.0,-0.0743301461938,1
1985,NPEPPS,ENSGT00760000119082_ENSG00000141279,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1986,USP9Y,ENSGT00760000119158_ENSG00000114374,motif,1.68397917872,15,7,2,0.133333333333,0.925669853806,2
1987,PAX3,ENSGT00680000099553_ENSG00000135903,motif,0.0492408906883,4,16,0,0.0,-0.0743301461938,1
1988,MON2,ENSGT00390000013286_ENSG00000061987,motif,0.413418160787,9,14,1,0.111111111111,0.925669853806,1
1989,PHYHIP,ENSGT00390000014563_ENSG00000168490,motif,-0.184345479082,1,12,0,0.0,-0.0743301461938,1
1990,TLR3,ENSGT00760000119006_ENSG00000164342_LRR_8,LRR,-0.0865818392134,2,14,0,0.0,-0.0743301461938,1
1991,ITIH5,ENSGT00550000074468_ENSG00000123243,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
1992,HHLA1,ENSGT00530000064699_ENSG00000132297,motif,0.0787854251012,4,10,0,0.0,-0.0743301461938,1
1993,PHF8,ENSGT00550000074396_ENSG00000172943,motif,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
1994,EDC3,ENSGT00390000016435_ENSG00000179151,motif,-0.138259109312,1,16,0,0.0,-0.0743301461938,1
1995,CUL4A,ENSGT00760000119212_ENSG00000139842,motif,0.214450327001,6,13,0,0.0,-0.0743301461938,1
1996,NUP210L,ENSGT00390000009491_ENSG00000143552,motif,0.0787854251012,4,10,0,0.0,-0.0743301461938,1
1997,PPP4R3A,ENSGT00390000018199_ENSG00000100796,motif,0.0562753036437,4,14,0,0.0,-0.0743301461938,1
1998,MPP1,ENSGT00760000118866_ENSG00000130830,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
1999,ADCY1,ENSGT00760000119042_ENSG00000164742,motif,0.452523616734,10,15,0,0.0,-0.0743301461938,1
2000,POLR1C,ENSGT00550000075060_ENSG00000171453,motif,-0.0151532677848,3,14,0,0.0,-0.0743301461938,1
2001,ZFAT,ENSGT00920000149106_ENSG00000066827_zf-H2C2_2,C2H2-zf,1.48484673222,24,14,0,0.0,-0.0743301461938,1
2002,KIF21A,ENSGT00910000143992_ENSG00000139116_WD40,Beta_propeller,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
2003,ACAA2,ENSGT00390000009412_ENSG00000167315,motif,-0.0141430499325,3,15,0,0.0,-0.0743301461938,1
2004,FOXJ2,ENSGT00920000148974_ENSG00000065970,motif,-0.170165057614,1,13,0,0.0,-0.0743301461938,1
2005,TET1,ENSGT00910000144072_ENSG00000138336,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2006,DHCR24,ENSGT00390000008338_ENSG00000116133,motif,0.556275303644,11,14,1,0.0909090909091,0.925669853806,1
2007,RUNX1T1,ENSGT00390000013479_ENSG00000079102,motif,-0.0151532677848,3,14,0,0.0,-0.0743301461938,1
2008,MPP5,ENSGT00760000118866_ENSG00000072415,motif,0.222814955942,7,17,0,0.0,-0.0743301461938,1
2009,TBC1D31,ENSGT00390000009741_ENSG00000156787,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2010,GTPBP2,ENSGT00730000110829_ENSG00000172432,motif,-0.130126220529,1,17,0,0.0,-0.0743301461938,1
2011,FAR1,ENSGT00390000006367_ENSG00000197601,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
2012,SF3A1,ENSGT00730000111077_ENSG00000099995,motif,0.291373403924,7,13,0,0.0,-0.0743301461938,1
2013,PPFIBP2,ENSGT00760000119138_ENSG00000166387_SAM_1,SAM,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
2014,DHX35,ENSGT00910000144017_ENSG00000101452,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2015,DNAJC6,ENSGT00760000119113_ENSG00000116675,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2016,MCM8,ENSGT00910000144163_ENSG00000125885,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2017,ONECUT1,ENSGT00530000063019_ENSG00000169856,motif,-0.356905083221,0,9,0,0.0,-0.0743301461938,1
2018,TOX3,ENSGT00560000076898_ENSG00000103460,motif,-0.147476383266,1,15,0,0.0,-0.0743301461938,1
2019,NFAT5,ENSGT00550000074562_ENSG00000102908,motif,-0.18894974994,0,17,0,0.0,-0.0743301461938,1
2020,COBLL1,ENSGT00530000063608_ENSG00000082438,motif,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
2021,OSBPL8,ENSGT00550000074515_ENSG00000091039,motif,-0.0151532677848,3,14,0,0.0,-0.0743301461938,1
2022,SCYL2,ENSGT00880000138031_ENSG00000136021,motif,-0.0865818392134,2,14,0,0.0,-0.0743301461938,1
2023,SRPRA,ENSGT00550000074936_ENSG00000182934,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2024,PSAPL1,ENSGT00530000063434_ENSG00000178597_SapB_1,SapB_1,-0.160607287449,0,20,0,0.0,-0.0743301461938,2
2025,RHBDF1,ENSGT00390000012532_ENSG00000007384,motif,-0.0713026911169,2,17,0,0.0,-0.0743301461938,1
2026,SNX33,ENSGT00510000046469_ENSG00000173548,motif,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
2027,HGS,ENSGT00920000149084_ENSG00000185359,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2028,DPP9,ENSGT00760000119233_ENSG00000142002,motif,-0.0808097165992,2,15,0,0.0,-0.0743301461938,1
2029,TFDP3,ENSGT00390000018222_ENSG00000183434,motif,-0.147476383266,1,15,0,0.0,-0.0743301461938,2
2030,HMBOX1,ENSGT00920000149039_ENSG00000147421,motif,0.127703875072,5,14,0,0.0,-0.0743301461938,1
2031,TMCO4,ENSGT00390000001400_ENSG00000162542,motif,0.599065711616,11,13,1,0.0909090909091,0.925669853806,1
2032,AP2A2,ENSGT00550000074757_ENSG00000183020,motif,-0.0141430499325,3,15,0,0.0,-0.0743301461938,1
2033,SLC18A3,ENSGT00390000003851_ENSG00000187714,motif,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
2034,COG3,ENSGT00390000015682_ENSG00000136152,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2035,NSD3,ENSGT00780000121845_ENSG00000147548_PHD,zf-FYVE-PHD,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2036,PDE1A,ENSGT00760000118889_ENSG00000115252,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2037,BZW2,ENSGT00390000012561_ENSG00000136261,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2038,CUEDC1,ENSGT00390000006762_ENSG00000180891,motif,-0.158010410642,1,14,0,0.0,-0.0743301461938,1
2039,GALNT1,ENSGT00760000118828_ENSG00000141429,motif,0.270561017929,7,14,1,0.142857142857,0.925669853806,1
2040,POLDIP2,ENSGT00390000010198_ENSG00000004142,motif,0.291373403924,7,13,1,0.142857142857,0.925669853806,1
2041,ARFGAP3,ENSGT00390000005436_ENSG00000242247,motif,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
2042,CT45A1,ENSGT00390000016655_ENSG00000268940,motif,-0.15295932138,0,21,0,0.0,-0.0743301461938,2
2043,NUTM2B,ENSGT00410000025793_ENSG00000188199,motif,0.0787854251012,4,10,0,0.0,-0.0743301461938,7
2044,HFM1,ENSGT00550000074822_ENSG00000162669,motif,-0.170165057614,1,13,0,0.0,-0.0743301461938,1
2045,EIF3E,ENSGT00390000002661_ENSG00000104408,motif,-0.0808097165992,2,15,0,0.0,-0.0743301461938,1
2046,HACE1,ENSGT00760000118966_ENSG00000085382_Ank_2,Ank,0.0562753036437,4,14,0,0.0,-0.0743301461938,1
2047,KHDRBS3,ENSGT00550000074434_ENSG00000131773,motif,0.185856950067,6,15,0,0.0,-0.0743301461938,1
2048,PDE4B,ENSGT00760000118889_ENSG00000184588,motif,-0.18894974994,0,17,0,0.0,-0.0743301461938,1
2049,SEMA3F,ENSGT00760000118854_ENSG00000001617,motif,0.611740890688,13,16,1,0.0769230769231,0.925669853806,1
2050,CHMP7,ENSGT00720000108860_ENSG00000147457,motif,0.270561017929,7,14,1,0.142857142857,0.925669853806,1
2051,ACAD8,ENSGT00760000119007_ENSG00000151498,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2052,ADAM19,ENSGT00910000144014_ENSG00000135074,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2053,EIF3H,ENSGT00730000111042_ENSG00000147677,motif,-0.138259109312,1,16,0,0.0,-0.0743301461938,1
2054,JAK2,ENSGT00900000140909_ENSG00000096968,motif,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
2055,PFKFB3,ENSGT00390000018751_ENSG00000170525,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
2056,MYH10,ENSGT00760000118919_ENSG00000133026,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
2057,CFAP70,ENSGT00390000013319_ENSG00000156042_TPR_2,TPR,-0.247088134538,0,13,0,0.0,-0.0743301461938,1
2058,DNAJB4,ENSGT00760000118947_ENSG00000162616,motif,0.270561017929,7,14,0,0.0,-0.0743301461938,1
2059,PLK1,ENSGT00530000062954_ENSG00000166851,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2060,SSTR1,ENSGT00760000118797_ENSG00000139874,motif,-0.221214574899,1,10,0,0.0,-0.0743301461938,1
2061,BICD2,ENSGT00390000004114_ENSG00000185963,motif,-0.122896986055,1,18,0,0.0,-0.0743301461938,1
2062,KAT2A,ENSGT00920000149009_ENSG00000108773,motif,0.0606041731548,4,13,0,0.0,-0.0743301461938,1
2063,CNTROB,ENSGT00610000086191_ENSG00000170037,motif,-0.276518218623,1,8,0,0.0,-0.0743301461938,1
2064,PDS5B,ENSGT00390000012488_ENSG00000083642,motif,0.341989589358,8,14,0,0.0,-0.0743301461938,1
2065,ACADVL,ENSGT00760000119007_ENSG00000072778,motif,0.88980493191,13,11,1,0.0769230769231,0.925669853806,1
2066,SCAPER,ENSGT00390000011159_ENSG00000140386,motif,-0.158010410642,1,14,0,0.0,-0.0743301461938,1
2067,AKAP11,ENSGT00530000063606_ENSG00000023516,motif,-0.170165057614,1,13,0,0.0,-0.0743301461938,1
2068,CHAF1B,ENSGT00550000074968_ENSG00000159259_WD40,Beta_propeller,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2069,ARHGAP6,ENSGT00760000119123_ENSG00000047648,motif,-0.138259109312,1,16,0,0.0,-0.0743301461938,1
2070,PRKAR1B,ENSGT00530000062947_ENSG00000188191,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2071,BMI1,ENSGT00550000074463_ENSG00000168283,motif,0.0492408906883,4,16,1,0.25,0.425669853806,2
2072,CBS,ENSGT00510000047027_ENSG00000160200,motif,0.466088297667,13,21,1,0.0769230769231,0.425669853806,2
2073,MAN1A2,ENSGT00390000016529_ENSG00000198162,motif,0.232321187584,6,12,0,0.0,-0.0743301461938,1
2074,UBA2,ENSGT00550000074924_ENSG00000126261,motif,-0.158010410642,1,14,0,0.0,-0.0743301461938,1
2075,GABRR3,ENSGT00760000118821_ENSG00000183185,motif,-0.0757591093117,2,16,0,0.0,-0.0743301461938,1
2076,NAV2,ENSGT00910000144056_ENSG00000166833,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
2077,USP40,ENSGT00760000119158_ENSG00000085982,motif,-0.158010410642,1,14,0,0.0,-0.0743301461938,1
2078,MID1,ENSGT00760000118878_ENSG00000101871,motif,-0.138259109312,1,16,0,0.0,-0.0743301461938,1
2079,UNC5C,ENSGT00920000149006_ENSG00000182168_I-set,Ig,-0.130126220529,1,17,0,0.0,-0.0743301461938,1
2080,GLS,ENSGT00390000010463_ENSG00000115419,motif,0.105167897118,5,17,0,0.0,-0.0743301461938,1
2081,AC068631.2,ENSGT00860000133716_ENSG00000283149,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2082,ARNT2,ENSGT00760000118788_ENSG00000172379,motif,-0.0151532677848,3,14,0,0.0,-0.0743301461938,1
2083,PLSCR3,ENSGT00390000002884_ENSG00000187838,motif,0.112550607287,4,7,1,0.25,0.925669853806,1
2084,DDX21,ENSGT00920000149066_ENSG00000165732,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
2085,PDK3,ENSGT00550000074574_ENSG00000067992,motif,-0.147476383266,1,15,0,0.0,-0.0743301461938,1
2086,DNAJC21,ENSGT00510000047097_ENSG00000168724,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
2087,ESR2,ENSGT00760000118887_ENSG00000140009,motif,-0.130126220529,1,17,0,0.0,-0.0743301461938,1
2088,ATP2B2,ENSGT00510000046331_ENSG00000157087,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2089,SHPK,ENSGT00390000010693_ENSG00000197417,motif,-0.267678812416,0,12,0,0.0,-0.0743301461938,2
2090,CACNA1F,ENSGT00830000128247_ENSG00000102001_Ion_trans,Ion_channel,0.16399142653,6,17,0,0.0,-0.0743301461938,1
2091,TADA2A,ENSGT00530000063657_ENSG00000276234,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2092,PRPSAP1,ENSGT00550000074583_ENSG00000161542,motif,0.452523616734,10,15,1,0.1,0.925669853806,1
2093,RBPJL,ENSGT00390000005197_ENSG00000124232,motif,-0.267678812416,0,12,0,0.0,-0.0743301461938,1
2094,DPP8,ENSGT00760000119233_ENSG00000074603,motif,0.478785425101,8,10,0,0.0,-0.0743301461938,1
2095,MID2,ENSGT00760000118878_ENSG00000080561,motif,-0.0757591093117,2,16,0,0.0,-0.0743301461938,1
2096,GATAD2B,ENSGT00390000004097_ENSG00000143614,motif,-0.0163189037683,3,13,0,0.0,-0.0743301461938,1
2097,USP44,ENSGT00890000139343_ENSG00000136014,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2098,NPSR1,ENSGT00760000119156_ENSG00000187258,motif,-0.202024291498,2,6,1,0.5,0.925669853806,1
2099,PDPK1,ENSGT00920000149082_ENSG00000140992,motif,-0.0865818392134,2,14,0,0.0,-0.0743301461938,1
2100,SMARCE1,ENSGT00390000003628_ENSG00000073584,motif,-0.0124791617052,3,17,0,0.0,-0.0743301461938,1
2101,FAT3,ENSGT00760000118805_ENSG00000165323_Cadherin,E-set,-0.17845254161,0,18,0,0.0,-0.0743301461938,1
2102,PLEK,ENSGT00390000006543_ENSG00000115956,motif,-0.0141430499325,3,15,0,0.0,-0.0743301461938,1
2103,NR6A1,ENSGT00870000136388_ENSG00000148200,motif,-0.170165057614,1,13,0,0.0,-0.0743301461938,1
2104,PRRC1,ENSGT00390000003837_ENSG00000164244,motif,0.214450327001,6,13,0,0.0,-0.0743301461938,1
2105,SNX25,ENSGT00800000124081_ENSG00000109762,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
2106,MTTP,ENSGT00390000011412_ENSG00000138823,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2107,KIAA0355,ENSGT00390000003210_ENSG00000166398,motif,-0.0865818392134,2,14,0,0.0,-0.0743301461938,1
2108,PRRC2B,ENSGT00530000063496_ENSG00000130723,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2109,AIDA,ENSGT00390000016465_ENSG00000186063,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
2110,ARRDC3,ENSGT00550000074356_ENSG00000113369,motif,0.199132446501,6,14,0,0.0,-0.0743301461938,1
2111,EPHA3,ENSGT00760000118975_ENSG00000044524,motif,-0.267678812416,0,12,0,0.0,-0.0743301461938,1
2112,GOLGA8N,ENSGT00530000062932_ENSG00000232653_GOLGA2L5,GOLGA2L5,-0.0670347196663,1,33,0,0.0,-0.0743301461938,19
2113,TBL1XR1,ENSGT00890000139430_ENSG00000177565_WD40,Beta_propeller,-0.169060302578,0,19,0,0.0,-0.0743301461938,1
2114,MAPRE3,ENSGT00490000043329_ENSG00000084764,motif,-0.200759109312,0,16,0,0.0,-0.0743301461938,1
2115,CBLL1,ENSGT00510000047522_ENSG00000105879,motif,-0.122896986055,1,18,0,0.0,-0.0743301461938,2
2116,FLI1,ENSGT00760000118907_ENSG00000151702,motif,-0.170165057614,1,13,0,0.0,-0.0743301461938,1
2117,PITRM1,ENSGT00390000018381_ENSG00000107959,motif,-0.158010410642,1,14,0,0.0,-0.0743301461938,1
2118,TRIP11,ENSGT00710000106769_ENSG00000100815,motif,2.05252361673,34,15,0,0.0,-0.0743301461938,1
2119,RFX3,ENSGT00550000074532_ENSG00000080298,motif,0.222814955942,7,17,0,0.0,-0.0743301461938,1
2120,SIM2,ENSGT00760000118788_ENSG00000159263,motif,-0.0932419806914,2,13,0,0.0,-0.0743301461938,1
2121,TACC1,ENSGT00530000063855_ENSG00000147526,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2122,STK10,ENSGT00920000148966_ENSG00000072786,motif,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2123,EBF2,ENSGT00390000014051_ENSG00000221818,motif,-0.170165057614,1,13,0,0.0,-0.0743301461938,1
2124,ANKRD49,ENSGT00390000003919_ENSG00000168876_Ank_2,Ank,-0.229438982071,0,14,0,0.0,-0.0743301461938,1
2125,POP1,ENSGT00390000017478_ENSG00000104356,motif,-0.214143049933,0,15,0,0.0,-0.0743301461938,1
2126,PCYT1B,ENSGT00390000000269_ENSG00000102230,motif,-0.138259109312,1,16,0,0.0,-0.0743301461938,1
2127,GABRA1,ENSGT00760000119010_ENSG00000022355,motif,0.0525236167341,4,15,0,0.0,-0.0743301461938,1
2128,CCDC136,ENSGT00530000063197_ENSG00000128596,motif,1.17424089069,22,16,1,0.0454545454545,0.425669853806,2
